mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,labels,file_paths
-231.19547,100.95526,-27.347977,40.535656,-47.63143,-7.1460376,-27.009342,-19.518242,-26.777414,0.1298139,-21.548634,-12.196411,-10.496475,-11.34394,-1.5117598,-26.030231,2.4462893,-18.136614,3.3299024,-2.437528,-2.4926932,-0.9110083,-8.89445,7.4372063,-3.2820406,4.7084904,-3.7127476,1.0253606,-6.240475,2.6511414,-0.5977156,-4.5616217,-0.6749455,-7.5444903,4.853799,-0.41702905,5.276908,0.8172409,0.4657511,-4.6449933,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file15068.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-268.33228,104.001595,-18.199223,36.59888,-37.763878,5.2509255,-50.08769,-13.271812,-26.346094,-2.7725325,-21.461731,-18.613262,-5.0774703,-9.157089,-2.5955708,-25.016037,6.533046,-8.488489,-2.1989942,-11.347414,2.7935998,-6.8108625,-10.935803,-0.78969896,-10.358336,6.0157304,-7.4269943,5.927645,-5.139068,0.11383224,-5.337648,-7.6103067,-0.75347114,-3.0248652,3.2442265,-6.3934727,2.593821,-3.4247096,3.225045,-1.8352195,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file12744.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-209.0887,87.8498,-18.840412,41.521584,-52.688145,6.267818,-36.148243,-10.554069,-21.399504,3.5445373,-17.330803,-16.800856,-1.6880918,-8.442273,0.5352005,-21.627079,5.037066,-13.725149,-2.2000015,-5.047331,-7.831257,-10.329994,-4.0265856,2.7804854,-8.014194,2.8907838,-4.817435,4.055611,-5.8641853,7.4179835,-1.692113,-3.7043138,1.6633264,-2.2875335,4.026522,-6.3753633,3.5168507,-4.7887716,3.1346288,-4.2498746,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file21009.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-221.95097,112.65311,-7.345563,60.381634,4.3888035,13.420038,-29.9068,0.4464185,-17.4929,-8.987593,-3.7275004,-18.239223,5.251691,-11.241458,-1.5249823,-11.175661,-4.1502466,-7.4160137,-6.651081,-2.5176263,-8.487935,-3.5514245,-10.928805,-3.2573168,-8.583659,-1.2059762,-5.294702,-7.4297633,-2.8348584,-9.428461,-3.118577,-6.2921915,-3.8866928,-4.802711,-1.8099184,-2.8457253,-5.6320915,-0.5857316,0.47796482,3.6583838,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file30662.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-259.28162,130.61137,-43.713192,34.34919,-26.736889,-7.9747505,-21.649797,-27.839622,-22.780828,-0.6135753,-22.995712,-15.532375,-6.759687,-5.8404384,-6.282778,-22.163454,-0.1804284,-15.269237,-4.7118735,-11.918899,-6.7367415,-0.79034984,-11.537524,0.056727245,-2.9971805,-0.7025913,-5.559891,0.71875864,-4.1697106,1.5236955,3.4371011,0.1893625,2.4343567,-1.5492777,2.4398556,0.8166984,1.8338555,0.27778447,4.8067093,-0.24942034,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file28097.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-195.44803,122.74555,-1.1795368,46.808094,-11.714507,20.025574,-42.809597,9.559126,-14.538244,0.49204645,-12.8861475,-0.0044403034,9.879144,-12.077759,16.325666,-9.925393,5.895813,-14.177541,-0.8961008,-6.182448,-4.8318377,-1.5948721,-10.855577,6.269947,-9.7996025,3.9123902,-1.7338165,-0.61166906,-5.52121,-3.615469,-3.828722,-4.7819214,1.1565361,-3.6250608,0.66863537,-6.6774526,-0.6281975,-5.233859,0.84858,-2.478642,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file19521.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-225.07674,161.69293,-37.184074,42.531025,-2.1719947,7.1351557,-24.814215,-3.1594236,-22.837267,-6.9345403,0.0381241,-14.526116,1.0253919,-18.50797,5.236381,0.93172413,-13.760614,-2.7161689,6.7380238,-7.192408,-6.0382895,3.5285494,-8.388915,-3.859013,-3.0443897,-5.1353874,-4.2337985,-2.4445057,-3.1704512,-2.1472118,-6.1167665,-1.7556655,-1.1934875,-4.270526,-2.573961,-4.9089484,-0.052952245,-6.3440475,-1.1612892,-3.1862466,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file8842.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-59.088085,100.313446,-59.646427,59.255016,-41.561005,24.442781,-31.267256,12.568064,-14.4439125,-4.86162,-8.278269,-11.083117,-1.463865,-14.936193,7.016082,-17.91563,6.794925,-8.764502,-2.0143058,-5.679021,-3.2045102,-3.996155,-9.677385,4.4345946,-3.5740774,6.414234,-3.6021335,4.8655896,-3.1225252,2.2978354,0.19839226,-2.621986,1.4793645,-3.0712204,1.8841285,-4.1990795,5.360858,-1.6625199,2.7040699,0.5755344,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file10315.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-225.35255,123.65018,-16.917551,56.029503,-5.3623915,-5.3681664,-8.811828,-8.40953,-11.306647,-9.616112,-11.724274,-6.603669,-2.2555518,-11.875053,-0.17737612,-14.202243,-8.014663,-8.5586605,-16.887804,-9.178234,-11.009137,-13.517038,-10.047095,-5.7137938,-11.598792,-4.913238,-6.0066037,-5.4156795,-2.3090518,-1.56734,1.4065146,-2.9857433,-0.8041335,-0.78820705,6.1017714,11.943416,16.586184,18.354792,14.693764,12.279579,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file10939.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-214.2159,103.561935,-14.727455,59.418728,-11.255977,9.40437,-11.698548,0.07790208,-8.349033,-5.3073087,-6.8689723,-11.621479,0.8057385,-11.495733,-0.11150555,-12.56601,-3.3545966,-7.7674513,-13.4506445,-6.8024035,-10.39339,-10.306039,-11.232909,-5.1186433,-9.209697,-3.211691,-4.640371,-2.038664,-1.8472869,-1.9232739,0.4005343,-1.995058,4.310187,2.3943052,7.6692133,8.57456,8.362707,8.079516,12.324496,15.192657,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file23554.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-287.84552,119.11363,-3.2605457,65.67368,1.0850847,21.916775,1.6823274,6.2511954,13.068136,-5.321084,11.377,-5.216188,5.729465,6.0330696,3.6106887,6.458191,-0.0026385263,8.317193,0.62917036,2.9309776,4.582203,3.5962844,2.8989072,-0.8521219,4.321363,1.701158,2.1911867,1.5240031,0.97007996,1.9884689,1.2473332,2.5701423,0.95419604,2.8194115,1.59781,1.397283,2.000459,1.2120335,2.558583,0.504657,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file6660.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-230.17308,119.926636,-5.1436377,48.02965,-5.4270782,28.457458,0.12056213,17.595392,3.0423872,6.834872,6.777265,1.7312459,9.347822,-0.935824,11.391169,-2.8067732,4.100309,-1.5886655,5.5831037,4.644402,-3.0868337,0.30985793,-4.2561045,2.122998,-2.1550198,-1.1690112,-5.6563454,-4.7134337,-6.727744,-5.4995165,-6.969436,-4.392588,0.26715907,-4.5915728,-0.24081866,-3.0169284,-0.31382954,-0.708926,1.8516351,-0.2061803,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file32913.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-205.45303,140.52132,-44.577854,52.382404,-15.367804,-2.091987,-8.415489,-4.905463,-23.205105,-2.5668402,-6.9284444,-13.322999,9.4432125,-8.6817665,1.0344483,-9.312785,-2.565805,-7.3252373,-5.292197,-1.7727779,-9.065907,1.4862884,-6.853478,-4.573328,-2.4115622,-2.8915184,-4.6447616,-1.5113302,-4.931153,-4.107147,-3.4989662,-5.587014,-1.2976226,-6.1490674,-0.8479693,-5.9589767,-2.8094592,-0.7099411,-4.3905964,-2.3525805,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file24278.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-190.04712,153.98016,-20.798542,53.306244,-27.157852,25.066532,-12.01859,6.6641593,-19.811008,0.61868906,4.150979,-10.369443,6.476448,-9.443286,9.909034,-16.842123,-0.55309063,-8.247673,-7.210312,-3.082667,-11.677195,2.8587308,-11.740417,-4.9270983,-5.801451,1.1994774,-7.044275,-4.5317764,-0.84684896,-7.083238,-1.8411124,-6.304522,-0.7931289,-4.2934093,0.6364432,-2.4575436,-1.379467,-1.5891274,-4.2070208,-1.1610242,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file14320.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-287.4495,61.92174,5.1211796,63.525043,-34.341038,-5.1280932,-52.941788,-5.244531,-15.52752,-4.305272,-23.044659,-14.603905,-5.8185754,-13.049849,1.5266013,-26.676062,2.11934,-10.275344,0.48390478,-1.9116386,-1.1502968,-1.9306909,-6.2118115,-1.3041805,-10.691427,-0.64503455,-9.696231,1.4212216,-6.7794685,0.2654201,-3.7383473,-6.118294,1.8199998,-3.9321833,0.3564306,-4.867362,4.659693,0.14659901,4.676965,1.9041253,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file18273.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-170.16515,103.33789,-56.816574,76.85459,-48.042007,52.616817,-20.272688,33.51579,-9.533688,14.6976795,7.3411403,2.9551415,14.360387,-5.867897,22.766134,-7.7804666,17.042406,-4.860739,12.027961,0.47963917,7.525885,5.34357,-0.9679135,7.8699455,-6.1488976,10.90053,-6.6976376,7.845352,-3.8221378,6.2186403,2.6914754,1.4000167,3.619043,-3.6222594,5.107294,-2.7586236,5.709199,-6.043661,5.0228004,-5.3674517,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file27077.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-228.20284,115.67887,-37.422134,38.27157,-50.5678,-8.690901,-17.770218,-14.427298,-22.526854,2.660645,-17.7116,-13.459246,-8.021162,-3.4630694,-2.8124056,-19.681427,4.038215,-18.114685,0.83241904,-14.105535,-0.5622381,2.9483054,-10.410531,5.3905096,-4.749439,3.7172031,-5.2910895,1.4558861,-4.8043394,-0.078617826,-0.9473192,2.4192204,4.422232,-1.5848536,4.523911,-3.1968987,4.5655265,-4.4576693,1.7877591,0.1265485,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file28227.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-216.29405,165.20828,-24.496357,29.752472,-26.252043,10.118478,-4.1378903,0.30876872,-28.283422,-10.747128,-2.9998064,-18.40602,4.526903,-15.155588,-6.850973,-14.853716,-9.846103,-7.568678,-13.745977,-9.57333,-10.4076395,-6.4629207,-13.565505,-4.524924,-3.2722297,-7.4623427,-6.5886736,-1.8511255,-2.2242498,-4.5287857,-0.7062392,-1.9334868,-1.5606198,-2.65526,-1.3945657,-1.5622748,-1.1001321,-1.4648072,-0.04035851,-1.1891823,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file5075.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-201.66792,173.99791,-37.25095,35.342937,-14.822459,-24.494217,-11.510541,-16.926235,-17.312216,-2.868705,-11.588088,-12.847248,-7.48404,-22.645744,-4.0019274,-8.273547,-9.376831,-0.251013,-12.583719,-11.010372,-9.951092,-7.6832023,-2.734449,-10.329665,-8.353916,-5.815198,-10.052535,-1.8926276,-6.111874,-12.062607,-2.8891187,-1.4244071,-2.2539587,-1.2179393,-8.575664,-6.2144628,-4.09037,-9.420793,-1.7932357,-2.3089828,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file24958.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-249.10184,125.910446,-38.100986,28.706602,-42.25794,-17.9869,-12.836876,-33.18941,-11.546112,-5.76562,-22.318308,-3.2549937,-6.7959657,-0.20199269,-5.573808,-19.341253,-1.6186229,-14.458043,0.42866665,-5.2663107,-3.908911,-2.3960316,-8.5405035,-0.23410596,-9.601825,-6.0420322,-4.0634136,-2.0154457,-1.59549,8.362725,4.836107,4.3361406,5.397363,2.9950225,5.7456026,-2.3483884,1.0570762,-2.9179697,1.6591083,2.7575967,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file17535.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-226.51968,141.65854,-34.704594,27.17942,-19.145914,-13.156449,-22.056452,-32.635906,-13.766134,-17.897291,-3.7932875,-4.444368,-6.0239277,-4.273357,-2.491413,-3.0123048,-7.1298246,-7.808635,-13.157509,-7.3385262,-6.8456883,-9.496266,-6.149173,-2.3867996,-1.4998525,-2.6779897,1.8759215,-4.6651235,-5.0000815,0.82147646,-0.48026386,0.82364064,-1.0960467,0.6164,-0.71521246,-2.0820298,-0.803549,-1.7868601,0.66967875,-0.75711876,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file28731.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-226.81502,114.85376,-18.190453,25.611097,-32.717823,-19.775093,-25.324207,-20.275623,-23.547184,-3.4204361,-16.984695,-7.3493366,-3.3654196,-5.440908,0.6826945,-16.932364,-3.1896243,-9.430792,-2.781262,-10.71759,-0.43572754,-2.9375253,-9.361547,-0.05390016,-4.9273114,2.734016,-3.841738,5.0814157,-2.3500423,-1.3501843,-3.9181004,-4.369066,2.851785,0.25967723,3.2560403,-6.526856,-0.7672969,-5.676146,-1.0294801,2.386372,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file19791.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-267.8383,89.31769,-19.28882,38.59181,-31.86914,-7.217135,-33.677975,-12.406577,-14.3503895,-14.714445,-17.074703,-2.9455628,-4.0198855,-5.4697804,1.2958095,-20.150602,-0.3086535,-10.263996,-0.34689423,-6.374145,-10.014082,-7.4332023,-9.832651,2.2151043,-7.8278465,-1.4729867,-1.8254097,-2.7691805,-6.249093,-1.9391674,-4.4574046,-5.092947,-5.212516,-7.311986,-1.7921057,-5.220927,1.2535338,-2.238363,-0.8707837,-2.2252657,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file23458.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-289.9017,115.507805,-25.05895,47.72294,-25.432653,-5.187339,-22.547237,-25.658958,-15.473165,-0.5617378,-21.43927,-14.761694,-9.318459,-3.9087002,-5.5472093,-16.179924,5.238412,-13.945042,-3.40213,-4.994187,2.7970433,-5.1248584,-8.746777,1.2650956,-10.285626,-0.9614544,-0.74939036,11.402631,1.8695906,2.3730419,1.3231792,0.84090775,-1.269537,-2.5486684,7.5183525,-2.6465023,4.065141,-0.29836783,3.1868694,0.014543413,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file1556.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-186.3439,144.76031,-23.743294,55.20982,-19.733093,23.620491,-12.937089,11.607441,-14.20099,-1.2714059,-2.693609,-10.333309,6.2677155,-15.272306,12.183686,-8.820608,-1.6466701,-6.6814632,-0.8018322,-1.4067657,-10.608204,3.1358435,-9.8967,-2.2994008,-5.791067,2.047692,-4.1851344,-4.315782,-2.1486142,-5.4000006,-0.2207585,-5.365894,-1.6927919,-6.254944,0.2431193,-2.692635,-3.0454223,-1.5300409,-1.5040008,-1.2478166,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file13665.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-285.50116,71.08697,-17.659649,16.739296,-39.73261,5.739003,-41.123554,-11.959759,-25.998219,-2.1715965,-11.848507,-14.491247,-7.628068,-10.531936,1.4468409,-16.936499,4.629464,-8.248969,3.1842065,-5.7276497,2.574247,1.3196676,-7.4262753,0.8554807,-5.9394097,8.35625,-1.6586152,4.015836,-4.789535,0.32392067,-2.9573991,-6.5858016,-1.9671304,-7.2047925,-1.5221803,-6.3605895,0.33269078,-5.635727,-1.6735408,-4.87977,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file11592.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-249.57655,112.84563,-15.29129,20.489958,-55.474014,-14.522472,-9.303853,-23.289423,-22.40785,0.19607939,-24.046782,-7.316743,-5.5278287,-9.038372,-0.57876235,-20.967707,-4.8960714,-15.709134,-2.816512,-9.903465,-2.7865717,-0.3962176,-7.731293,3.0149424,-2.9574947,3.8960848,-2.1637177,1.2289437,-9.362109,-4.891759,-2.8879352,-3.3490744,-2.7559695,-8.919771,-2.037629,-6.500563,2.3791566,-2.2467897,-1.7289912,-0.09561985,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file34294.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-246.17511,125.948616,-61.650234,35.517834,-29.675085,18.23339,-27.619045,-4.6733236,-13.446819,-7.056843,-6.257391,-12.409658,-1.1048505,-17.332872,1.1592687,-9.670394,-3.7202969,-7.9272294,-2.5770993,-10.216778,-8.040793,-1.5209558,-8.977225,-1.8139344,-5.6773252,1.4486291,-1.7808528,4.8659186,0.8230116,2.5545,-0.3596204,-5.861819,-0.4246108,-2.389792,1.9170816,-2.436139,2.4772575,0.57049257,1.7659459,-0.2104708,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file28142.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-232.87766,125.67976,-22.706306,37.161842,-33.042255,-6.755112,-38.863,-14.817987,-13.082473,-6.1099076,-14.052518,-7.475482,-10.167394,-6.4666,-2.629258,-18.882433,1.9878275,-15.114923,-0.85270077,-11.043645,-5.894767,-5.0584636,-10.941886,-2.8658285,-11.554178,-0.5308538,-2.9456317,5.186544,-4.2123513,1.7652204,-2.3843222,-2.6780303,1.1583376,-2.8520498,4.736643,-2.1957467,6.367426,0.9920505,5.7911944,2.780463,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file5310.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-211.36513,113.065506,-23.779892,40.294003,-4.468621,11.365919,-30.726603,15.617495,-28.312508,-9.630067,-14.500971,-22.322538,-2.5912552,-25.164562,-0.47708288,-14.940793,-7.7596884,-11.06921,-2.7117612,-12.871573,-12.929113,-5.3415804,-13.319514,-7.4341955,-12.840168,-6.4000926,-14.349295,-5.1307616,-9.50526,-5.2952447,-3.7621655,-6.6877484,0.4754057,-5.1342473,-0.62797606,-2.6205301,2.1681328,0.43768963,3.7802737,0.84036875,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file8997.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-287.46463,116.26979,21.238224,69.29582,9.661609,14.484962,-9.046515,10.478737,-4.1414046,1.0426843,3.1390164,-9.791063,0.9967406,-11.486011,4.582557,-2.9297264,-2.9770677,-1.7872204,0.38968205,0.8997431,-4.9595604,0.9857812,-5.3680854,-2.223677,-3.4929526,-1.4216576,-4.2799497,-1.4357042,-0.49077725,-6.370053,-1.2785528,-3.625075,-2.1938722,-2.0913374,-1.7500458,-2.4517205,-1.3326436,-2.6886115,-3.6894038,-2.5425935,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file32440.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-244.38344,149.886,-27.812887,35.99497,-16.004557,-18.908707,-14.861624,-26.70097,-12.400047,-13.514758,-3.5198967,-8.965923,-11.485519,-6.0725317,-4.0855293,-2.7401803,-9.071543,-7.378388,-7.476046,-6.735953,-3.1844618,-7.178793,-6.914195,-4.0840883,-7.9621153,-4.544262,1.3005108,-8.184497,-7.365563,-0.27447772,-5.2940407,-0.631639,3.9899688,1.301021,3.4510407,3.3028498,-0.53112286,-1.4562933,2.7511024,1.7382838,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file14149.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-305.305,152.79605,-36.451683,44.407497,-14.499024,3.1070118,7.2128053,-2.138088,6.3923774,1.6496359,3.642125,-7.5757403,2.517389,0.8162905,-0.112693965,-1.0411319,-1.3311416,5.079377,-2.173169,0.32499146,0.5076938,-0.48757693,1.7182658,-0.71942014,-0.67857134,1.9508914,1.1415192,0.5802799,2.069149,0.95790476,3.155703,4.7750196,8.19533,9.004744,9.100489,11.606167,6.477,3.927342,2.1336544,2.0725212,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file17866.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-231.89902,113.7415,-43.421974,36.46942,-33.98248,-4.8911557,-26.222239,-8.863481,-24.124256,-2.165939,-14.569771,-14.218207,-9.003187,-5.84795,0.5171704,-23.783714,2.8329666,-9.413216,-1.2596732,-13.080792,-6.1806936,-1.9012567,-8.4152,1.0030011,-6.76156,4.4046354,-4.9024696,0.24862336,-4.631546,-0.61744064,-4.3101554,-1.8394452,5.1339307,-0.3820971,2.535114,-2.8668437,6.6015487,0.041895986,1.6649431,-0.9784723,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file28558.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-306.1754,111.655556,-17.154205,37.848606,-40.125484,-10.72603,-24.024693,-25.894419,-9.371155,-3.0371542,-21.10723,-11.703066,-8.612161,-4.945062,-4.0076957,-17.97162,-0.7342617,-11.634923,-5.497938,-9.928815,-3.4557054,-5.4769516,-11.897539,-2.5072083,-4.1952024,-2.4682813,-8.1079,-0.18137266,-5.3299713,0.97920156,-1.5263548,-1.0059482,2.705001,-3.0123305,1.3596034,-3.3087046,1.3606526,-0.7303106,4.2615514,2.3686678,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file31879.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-261.65985,116.30059,-19.189745,46.96911,-39.065563,-23.537617,-22.043036,-7.229772,-23.87348,-15.235138,-25.987446,0.82332224,-4.6727095,-15.173312,0.04330612,-17.650436,5.3138275,-12.903815,-0.5443441,-6.0974355,-0.8240948,-2.032114,-14.752346,0.64390105,-12.308383,-3.519661,-5.685806,-1.6682522,-0.84540665,5.8643155,4.544979,3.3390794,1.1366477,-6.584065,1.1673324,-4.9393578,3.608008,-1.8537028,-0.6622716,3.51242,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file2530.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-205.23537,86.394295,-30.462723,45.44138,-35.04175,11.697272,-45.682224,-8.816657,-31.043869,-6.7197104,-11.274848,-18.031065,-7.2144537,-9.796413,-1.5610958,-27.746046,0.8509685,-16.03535,-1.145394,-8.985559,-3.2862606,2.4825828,-9.709556,-0.5670348,-9.36166,2.082855,-5.633084,3.36649,-1.720554,3.3115249,-1.4013033,-5.2462153,0.123032644,-3.9444797,-1.0250746,-5.8372717,2.0213733,-4.6940007,0.7316004,-0.42686045,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file13853.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-198.21832,180.62991,-52.73577,51.356556,-7.562713,-6.892495,-1.7530982,-2.8523529,-22.75935,10.98737,-5.390283,-5.9135356,14.175862,-6.6780696,7.4054785,-0.85752755,3.987869,-3.7705147,1.9755487,2.72423,-3.5114737,0.8173456,-0.81010514,0.19413172,-1.0981855,2.372871,-1.8457218,4.7912917,-0.47011834,2.2095714,1.6478152,1.3052471,2.9633572,-0.9295453,4.759921,-2.3530254,2.4696565,-0.5568064,-0.4401767,0.6696619,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file11188.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-242.84889,103.19986,-20.061483,40.85003,-36.204903,-13.426343,-35.731956,-5.170717,-12.237957,-7.707746,-18.181316,-5.5467644,-8.741943,-4.0331597,7.540605,-19.04804,3.4463687,-12.064351,-3.8016834,-9.532434,-6.3979273,-10.998863,-12.594582,4.6910286,-0.33796087,8.959321,-0.6534214,2.6104662,-2.4647143,-0.7897916,-3.537495,2.7006218,3.0670621,-3.4313867,2.0614333,-1.7623235,7.42408,0.013462834,-1.1517843,-4.654486,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file10070.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
-237.99803,131.66595,-33.704742,70.225746,-23.978289,27.987226,-5.0968356,8.587152,11.460313,-5.983062,19.650717,-4.306254,11.394395,-0.44468307,5.138373,3.644119,1.821604,9.318654,-3.5273526,6.338284,0.6970804,5.3774314,3.2282221,3.989371,7.5097017,2.8253257,7.7722797,3.9700375,8.24924,6.5089426,5.8655763,4.1946363,3.180434,5.857497,3.5363772,6.609061,3.5423577,5.3483815,6.315354,5.3717456,1,/Users/mac/Desktop/DATA37000-25AU/DATA370-midterm-project/data/for-2sec/for-2seconds/training/real/file558.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav
